url,title_mask,pr_group,ref_pattern,prod_file,test_location,source,reviewer
https://github.com/CorfuDB/CorfuDB/pull/214,testability_body,irrelevant,irrelevant,,,pr50,Reviewer1
https://github.com/k9mail/k-9/pull/1553,testability_body,only_ref_for_test,add_constructor_param,k9mail/src/main/java/com/fsck/k9/message/MessageBuilder.java,https://github.com/k9mail/k-9/pull/1553/files#diff-35f5b4f5c3b9390204fa4a6db9a294fab644575526002cb62bf3b520fc1b92c3R249,pr50,Reviewer1
https://github.com/k9mail/k-9/pull/1553,testability_body,only_ref_for_test,extract_method_for_override,k9mail/src/main/java/com/fsck/k9/message/MessageBuilder.java,,pr50,Reviewer1
https://github.com/broadinstitute/gatk/pull/5578,testability_body,irrelevant,irrelevant,,,pr50,Reviewer1
https://github.com/debezium/debezium/pull/1739,testability_body,irrelevant,irrelevant,debezium-core/src/main/java/io/debezium/jdbc/JdbcValueConverters.java,,pr50,Reviewer1
https://github.com/wordpress-mobile/WordPress-FluxC-Android/pull/756,testability_body,irrelevant,irrelevant,,,pr50,Reviewer1
https://github.com/apache/bookkeeper/pull/2303,testability_body,incl_ref_for_test,widen_access_for_invocation,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java,https://github.com/apache/bookkeeper/pull/2303/files#diff-2824c64a13c57f42fd58dbb382db0ba701e3d56850aaaae1f2e3062c2af0ce35R101,pr50,Reviewer1
https://github.com/apache/bookkeeper/pull/2303,testability_body,incl_ref_for_test,add_constructor_param,bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java,https://github.com/apache/bookkeeper/pull/2303/files#diff-2824c64a13c57f42fd58dbb382db0ba701e3d56850aaaae1f2e3062c2af0ce35R89,pr50,Reviewer1
https://github.com/RPTools/maptool/pull/1329,testability_body,incl_ref_for_test,extract_class_for_invocation,src/main/java/net/rptools/maptool/client/ui/AddResourceDialog.java,https://github.com/RPTools/maptool/pull/1329/files#diff-3fdcb617b15100e8548bf3446c8f5dd5dfd5a29caf6efaba8bbac5106009768cR37,pr50,Reviewer1
https://github.com/reactor/reactor-core/pull/302,testability_body,incl_ref_for_test,widen_access_for_invocation,src/main/java/reactor/core/publisher/FluxMergeSequential.java,https://github.com/reactor/reactor-core/pull/302/files#diff-af7c61fb686210b93ffd6a20de3e26b3280b7d72dd80b5a88570d2ce022a88b9R628,pr50,Reviewer1
https://github.com/warmshowers/wsandroid/pull/312,testability_body,incl_ref_for_test,add_constructor_param,app/src/main/java/fi/bitrite/android/ws/api/ServiceFactory.java,https://github.com/warmshowers/wsandroid/pull/312/files#diff-e89d5ba3d2baa26dbfb42ee1bd6be1268cde7d02745550218ecb6def52712145R24,pr50,Reviewer1
https://github.com/checkstyle/checkstyle/pull/7035,testability_body,irrelevant,irrelevant,,,pr130,Reviewer1
https://github.com/google/volley/pull/172,testability_body,incl_ref_for_test,extract_method_for_invocation,src/main/java/com/android/volley/CacheDispatcher.java,https://github.com/checkstyle/checkstyle/pull/7035/files#diff-b26323efdecdffba05ca1c130e5ec979ad1599014dd8d5710f54e3d072f1a483R255,pr130,Reviewer1
https://github.com/bugsnag/bugsnag-android/pull/682,testability_body,only_ref_for_test,extract_method_for_invocation,bugsnag-android-core/src/main/java/com/bugsnag/android/Client.java,https://github.com/bugsnag/bugsnag-android/pull/682/files#diff-ffea83a6d46d36db514a51cd675a8fea9b3779bb079d5739ba65427e26d32c01R159,pr130,Reviewer1
https://github.com/pentaho/pentaho-metaverse/pull/59,testability_body,incl_ref_for_test,add_constructor_param,src/main/java/com/pentaho/metaverse/locator/FileSystemLocator.java,https://github.com/pentaho/pentaho-metaverse/pull/59/files#diff-489c7ffaed85db00b3762c0b47a3d8dee070f95343789d1aa57647a68323659dR150,pr130,Reviewer1
https://github.com/hawkular/hawkular-metrics/pull/7,testability_body,irrelevant,irrelevant,,,pr130,Reviewer1
https://github.com/thorntail/thorntail/pull/189,testability_body,irrelevant,irrelevant,,,pr130,Reviewer1
https://github.com/the-blue-alliance/the-blue-alliance-android/pull/778,testability_body,incl_ref_for_test,other,,,pr130,Reviewer1
https://github.com/line/armeria/pull/2530,testability_body,incl_ref_for_test,override_system_time,core/src/main/java/com/linecorp/armeria/internal/common/util/HttpTimestampSupplier.java,https://github.com/line/armeria/pull/2530/files#diff-50ac3599aeb41c149b4516072dd427f4b59d579bb521bd81a403a840b7cba4a0R47,pr130,Reviewer1
https://github.com/wordpress-mobile/WordPress-FluxC-Android/pull/757,testability_body,incl_ref_for_test,add_constructor_param,fluxc/src/main/java/org/wordpress/android/fluxc/network/rest/wpcom/activity/ActivityLogRestClient.kt,https://github.com/wordpress-mobile/WordPress-FluxC-Android/pull/757/files#diff-ac7880f66accf8df76c08dc88771b3c4ab6d6693e12846ab870437bac8738001R343,pr130,Reviewer1
https://github.com/jchambers/pushy/pull/47,testability_body,irrelevant,irrelevant,src/main/java/com/relayrides/pushy/apns/ApnsConnectionListener.java,,pr130,Reviewer1
https://github.com/Alluxio/alluxio/pull/3780,testability_body,irrelevant,irrelevant,,,pr130,Reviewer1
https://github.com/liquibase/liquibase/pull/590,testability_body,irrelevant,irrelevant,,,pr130,Reviewer1
https://github.com/edx/edx-app-android/pull/262,testability_body,irrelevant,irrelevant,,,pr130,Reviewer1
https://github.com/wildfly/wildfly-core/pull/999,testability_body,irrelevant,irrelevant,,,pr130,Reviewer1
https://github.com/ankidroid/Anki-Android/pull/5815,testability_body,incl_ref_for_test,extract_method_for_invocation,AnkiDroid/src/main/java/com/ichi2/anki/AbstractFlashcardViewer.java,https://github.com/ankidroid/Anki-Android/pull/5815/files#diff-76eaf6fee9aa0f3198591dcc660995763061eb0ac958576c81eb22dd509032c5R233,pr130,Reviewer1
https://github.com/dhis2/dhis2-core/pull/4951,testability_body,incl_ref_for_test,extract_class_for_invocation,dhis-2/dhis-services/dhis-service-dxf2/src/main/java/org/hisp/dhis/dxf2/metadata/objectbundle/DefaultObjectBundleValidationService.java,,pr130,Reviewer1
https://github.com/dhis2/dhis2-core/pull/4952,testability_body,incl_ref_for_test,extract_class_for_invocation,dhis-2/dhis-services/dhis-service-core/src/main/java/org/hisp/dhis/preheat/DefaultPreheatService.java,,pr130,Reviewer1
https://github.com/broadinstitute/gatk/pull/522,testability_body,irrelevant,irrelevant,,,pr130,Reviewer1
https://github.com/wordpress-mobile/WordPress-FluxC-Android/pull/1193,testability_body,incl_ref_for_test,other,,,pr130,Reviewer1
https://github.com/palantir/atlasdb/pull/2680,testability_body,irrelevant,irrelevant,,,pr130,Reviewer1
https://github.com/Netflix/ribbon/pull/400,testability_body,incl_ref_for_test,extract_class_for_override,ribbon-core/src/main/java/com/netflix/client/config/DynamicPropertyRepository.java,none,pr130,Reviewer1
https://github.com/Netflix/ribbon/pull/401,testability_body,irrelevant,irrelevant,ribbon-core/src/main/java/com/netflix/client/config/IClientConfig.java,no relevant tests,pr130,Reviewer1
https://github.com/hazelcast/hazelcast/pull/4529,testability_body,incl_ref_for_test,extract_class_for_override,hazelcast/src/main/java/com/hazelcast/ascii/TextCommandServiceImpl.java,none,pr130,Reviewer1
https://github.com/googleapis/gapic-generator/pull/1279,testability_body,irrelevant,irrelevant,,,pr130,Reviewer1
https://github.com/ankidroid/Anki-Android/pull/6293,testability_body,irrelevant,irrelevant,,,pr130,Reviewer1
https://github.com/ISISComputingGroup/ibex_gui/pull/813,testability_body,irrelevant,irrelevant,base/uk.ac.stfc.isis.ibex.ui.targets/src/uk/ac/stfc/isis/ibex/ui/targets/OpiTargetView.java,,pr130,Reviewer1
https://github.com/ISISComputingGroup/ibex_gui/pull/855,testability_body,irrelevant,irrelevant,,,pr130,Reviewer1
https://github.com/pentaho/pentaho-platform/pull/3114,testability_body,only_ref_for_test,extract_method_for_override,core/src/org/pentaho/platform/engine/security/SecurityHelper.java,,pr130,Reviewer1
https://github.com/dhis2/dhis2-core/pull/5014,testability_body,incl_ref_for_test,extract_class_for_invocation,dhis-2/dhis-services/dhis-service-dxf2/src/main/java/org/hisp/dhis/dxf2/metadata/objectbundle/DefaultObjectBundleValidationService.java,https://github.com/dhis2/dhis2-core/pull/5015/files?diff=split&w=1#diff-3b57e829cdc5588bf3172f2d8ac297055cd2eb468719dcc8939e426806bd8545R89,pr130,Reviewer1
https://github.com/dhis2/dhis2-core/pull/5015,testability_body,irrelevant,irrelevant,,,pr130,Reviewer1
https://github.com/google/guice/pull/1372,testability_body,irrelevant,irrelevant,,,pr130,Reviewer1
https://github.com/google/guice/pull/1374,testability_body,irrelevant,irrelevant,,,pr130,Reviewer1
https://github.com/JetBrains/ideavim/pull/103,testability_body,irrelevant,irrelevant,,,pr130,Reviewer1
https://github.com/saucelabs/sauce-java/pull/96,testability_body,only_ref_for_test,add_constructor_param,common/src/main/java/com/saucelabs/remotedriver/SauceSession.java,https://github.com/saucelabs/sauce-java/pull/96/files?diff=split&w=1#diff-dec3e0aeda8e1aaeefc65f02e06278dfe7efe0b10f94ff09c59bf8bcaeb5b8a6R72,pr130,Reviewer1
https://github.com/material-components/material-components-android/pull/1411,testability_body,irrelevant,irrelevant,lib/java/com/google/android/material/progressindicator/ProgressIndicator.java,,pr130,Reviewer1
https://github.com/TestFX/TestFX/pull/615,testability_body,irrelevant,irrelevant,,,pr130,Reviewer1
https://github.com/molgenis/molgenis/pull/4906,testability_body,incl_ref_for_test,extract_class_for_override,molgenis-data-elasticsearch/src/main/java/org/molgenis/data/elasticsearch/ElasticsearchService.java,https://github.com/molgenis/molgenis/pull/4906/files#diff-1ffe0b4310a673917dc714cb2bfb7f7942758b99269e44c93ce1012dc0c83073R44,pr130,Reviewer1
https://github.com/jitsi/jitsi-meet-torture/pull/159,testability_body,irrelevant,irrelevant,,,pr130,Reviewer1
https://github.com/splicemachine/spliceengine/pull/6,testability_body,incl_ref_for_test,add_constructor_param,splice_machine/src/main/java/com/splicemachine/derby/hbase/SpliceDriver.java,https://github.com/splicemachine/spliceengine/pull/6/files?diff=split&w=1#diff-7640f617b563e8d450d4a9b547d652dc23f0679c8e7c6139a290fb159108f1cfR64,pr130,Reviewer1
https://github.com/jmxtrans/jmxtrans/pull/162,testability_body,only_ref_for_test,extract_class_for_invocation,,https://github.com/jmxtrans/jmxtrans/pull/162/files?diff=split&w=1#diff-479aac8789af5ab79c5475a00ce19fa36c24618d614a5f467dd706e02f8d057eR178,pr130,Reviewer1
https://github.com/jmxtrans/jmxtrans/pull/241,testability_body,only_ref_for_test,extract_class_for_invocation,,https://github.com/jmxtrans/jmxtrans/pull/162/files?diff=split&w=1#diff-479aac8789af5ab79c5475a00ce19fa36c24618d614a5f467dd706e02f8d057eR178,pr130,Reviewer1
https://github.com/jmxtrans/jmxtrans/pull/460,testability_body,irrelevant,irrelevant,,,pr130,Reviewer1
https://github.com/signalapp/Signal-Android/pull/6476,testability_body,incl_ref_for_test,widen_access_for_invocation,,https://github.com/signalapp/Signal-Android/pull/6476/files#diff-def9eb8cef8fa5ae87c4a8a0d7f2dc71133b051e255526cbb69ef981006b563aR198,pr130,Reviewer1
https://github.com/grpc/grpc-java/pull/4939,testability_body,incl_ref_for_test,extract_class_for_invocation,,https://github.com/grpc/grpc-java/pull/4939/files#diff-b7cadaed2e3da546fde8f7d79bd2b1b7153d3e4e22d0aa6a3a44a7f98b382af3R221,pr130,Reviewer1
https://github.com/grpc/grpc-java/pull/5006,testability_body,incl_ref_for_test,extract_class_for_invocation,,https://github.com/grpc/grpc-java/pull/5006/files#diff-1b21a6d89e9da16f5d9f75d17eb9e46b8773e0d9d4b8a6e7630565988b4b196dR81,pr130,Reviewer1
https://github.com/vitrivr/cineast/pull/53,testability_body,irrelevant,irrelevant,,,pr130,Reviewer1
https://github.com/palantir/atlasdb/pull/3003,testability_body,incl_ref_for_test,extract_method_for_invocation,,https://github.com/palantir/atlasdb/pull/3003/files#diff-398711278479cc5ff9ea07b8a059ac0d0669987b2c5eab2970028a6bd2f04eaaR65,pr130,Reviewer1
https://github.com/palantir/atlasdb/pull/3003,testability_body,incl_ref_for_test,add_constructor_param,,https://github.com/palantir/atlasdb/pull/3003/files#diff-398711278479cc5ff9ea07b8a059ac0d0669987b2c5eab2970028a6bd2f04eaaR51,pr130,Reviewer1
https://github.com/SonarSource/sonar-java/pull/848,testability_body,irrelevant,irrelevant,,,pr130,Reviewer1
https://github.com/quarkusio/quarkus/pull/9126,testability_body,irrelevant,irrelevant,,,pr130,Reviewer1
https://github.com/getodk/collect/pull/4099,testability_body,incl_ref_for_test,extract_class_for_invocation,,,pr130,Reviewer1
https://github.com/getodk/collect/pull/4127,testability_body,irrelevant,irrelevant,,https://github.com/getodk/collect/pull/4127/files#diff-c72fe38ecae13cf50739b161e73098d22b3362662053b6a166a5fd488c5a5f8aR114,pr130,Reviewer1
https://github.com/INRIA/spoon/pull/2149,testability_body,irrelevant,irrelevant,,,pr130,Reviewer1
https://github.com/DataBiosphere/consent/pull/226,testability_body,irrelevant,irrelevant,,,pr130,Reviewer1
https://github.com/AstraZeneca-NGS/VarDictJava/pull/171,testability_body,irrelevant,irrelevant,,,pr130,Reviewer1
https://github.com/cdk/cdk/pull/173,testability_body,irrelevant,irrelevant,,,pr130,Reviewer1
https://github.com/grpc/grpc-java/pull/2605,testability_body,incl_ref_for_test,add_constructor_param,,https://github.com/grpc/grpc-java/pull/2605/files#diff-18f2014d08f971729a6422e80eae0ce16dab9639129ac4522d9a4c75cb1a420cR162,pr130,Reviewer1
https://github.com/ankidroid/Anki-Android/pull/5149,testability_body,only_ref_for_test,extract_method_for_invocation,,https://github.com/ankidroid/Anki-Android/pull/5149/files#diff-aabec27a5c6421602126bd3960aebaca2ff37ac825294f8d4bf50f2842bea93cR114,pr130,Reviewer1
https://github.com/ankidroid/Anki-Android/pull/5149,testability_body,only_ref_for_test,widen_access_for_invocation,,https://github.com/ankidroid/Anki-Android/pull/5149/files#diff-aabec27a5c6421602126bd3960aebaca2ff37ac825294f8d4bf50f2842bea93cR100,pr130,Reviewer1
https://github.com/JSQLParser/JSqlParser/pull/629,testability_body,only_ref_for_test,extract_class_for_invocation,,none,pr130,Reviewer1
https://github.com/spinnaker/kork/pull/493,testability_body,incl_ref_for_test,other,,none,pr130,Reviewer1
https://github.com/zeebe-io/zeebe/pull/5522,testability_body,only_ref_for_test,extract_class_for_override,,https://github.com/camunda-cloud/zeebe/pull/5522/files#diff-e8de58fd16dba284b596bc574362868a5d02bbb84e0d32f30873a8a68a192ab2R52,pr130,Reviewer1
https://github.com/wildfly/wildfly-core/pull/1895,testability_body,incl_ref_for_test,add_constructor_param,,https://github.com/wildfly/wildfly-core/pull/1895/files#diff-a21519b36ba60d525637eeda5893557f076fa311175b9083fbfd0a78e9dd6639R1484,pr130,Reviewer1
https://github.com/broadinstitute/gatk/pull/2218,testability_body,incl_ref_for_test,add_constructor_param,,https://github.com/broadinstitute/gatk/pull/2218/files#diff-0a906baee3e3c9d6e48a3ef8c28093365b46eec7168944b8c677972860948afaR53,pr130,Reviewer1
https://github.com/zsmartsystems/com.zsmartsystems.zigbee/pull/41,testability_body,incl_ref_for_test,add_constructor_param,,https://github.com/zsmartsystems/com.zsmartsystems.zigbee/pull/41/files#diff-0aa816fe96e9e9eb76490aad69a71015cddc150d35dedd3711691ea19ee34ef2R47,pr130,Reviewer1
https://github.com/bugsnag/bugsnag-android/pull/606,testability_body,only_ref_for_test,add_constructor_param,,https://github.com/bugsnag/bugsnag-android/pull/606/files#diff-6992843411a3907b0b59f5ca2715d7f9d3fbf65b2df9d67250b6283f436da6c5R104,pr130,Reviewer1
https://github.com/Graylog2/graylog2-server/pull/6687,testability_body,incl_ref_for_test,extract_class_for_invocation,,https://github.com/Graylog2/graylog2-server/pull/6687/files#diff-3d926f5deeeb4610758be17f95bbfa8b30bf97933ea05213e0c2fc24118c863bR66,pr130,Reviewer1
https://github.com/thorntail/thorntail/pull/599,testability_body,irrelevant,irrelevant,,,pr130,Reviewer1
https://github.com/pentaho/pentaho-kettle/pull/25,testability_body,irrelevant,irrelevant,,,pr130,Reviewer1
https://github.com/getodk/collect/pull/1871,testability_body,incl_ref_for_test,add_constructor_param,,,pr130,Reviewer1
https://github.com/SonarSource/sonarqube/pull/79,testability_body,irrelevant,irrelevant,,,pr130,Reviewer1
https://github.com/SonarSource/sonarqube/pull/80,testability_body,irrelevant,irrelevant,,,pr130,Reviewer1
https://github.com/commons-app/apps-android-commons/pull/763,testability_body,incl_ref_for_test,extract_class_for_invocation,,https://github.com/commons-app/apps-android-commons/pull/763/files#diff-390f412814b456f42c3aaacd4c393983ceb5319c68bbbe1c005ca378fec9789eR38,pr130,Reviewer1
https://github.com/molgenis/molgenis/pull/3577,testability_body,irrelevant,irrelevant,,,pr130,Reviewer1
https://github.com/apache/bookkeeper/pull/108,testability_body,incl_ref_for_test,extract_class_for_invocation,,none relevant,pr130,Reviewer1
https://github.com/apache/bookkeeper/pull/164,testability_body,incl_ref_for_test,add_constructor_param,,,pr130,Reviewer1
https://github.com/molgenis/molgenis/pull/5708,testability_body,only_ref_for_test,extract_class_for_override,,https://github.com/molgenis/molgenis/pull/5708/files#diff-5efc8a19fbda8e689a155d5d7ff1ff5afe38afe6937349648d33f93ee9d5837aR53,pr130,Reviewer1
https://github.com/NucleusPowered/Nucleus/pull/1226,testability_body,incl_ref_for_test,other,,,pr130,Reviewer1
https://github.com/spring-projects/spring-boot/pull/18214,testability_body,irrelevant,irrelevant,,,pr130,Reviewer1
https://github.com/ISISComputingGroup/ibex_gui/pull/615,testability_body,irrelevant,irrelevant,,,pr130,Reviewer1
https://github.com/ISISComputingGroup/ibex_gui/pull/657,testability_body,irrelevant,irrelevant,,,pr130,Reviewer1
https://github.com/ISISComputingGroup/ibex_gui/pull/665,testability_body,irrelevant,irrelevant,,,pr130,Reviewer1
https://github.com/Azure/azure-event-hubs-java/pull/435,testability_body,only_ref_for_test,widen_access_for_invocation,,,pr130,Reviewer1
https://github.com/hazelcast/hazelcast-aws/pull/168,testability_body,only_ref_for_test,override_system_time,,https://github.com/hazelcast/hazelcast-aws/pull/168/files#diff-3c826832d04aced686d3c841bd75b3b78ca6f7a880335ab0e3ec2ba28a15dcdaR44,pr130,Reviewer1
https://github.com/hazelcast/hazelcast-aws/pull/168,testability_body,only_ref_for_test,add_constructor_param,,https://github.com/hazelcast/hazelcast-aws/pull/168/files#diff-3c826832d04aced686d3c841bd75b3b78ca6f7a880335ab0e3ec2ba28a15dcdaR63,pr130,Reviewer1
https://github.com/dhis2/dhis2-core/pull/3607,testability_body,irrelevant,irrelevant,,,pr130,Reviewer1
https://github.com/grpc/grpc-java/pull/1198,testability_body,only_ref_for_test,extract_method_for_invocation,,https://github.com/grpc/grpc-java/pull/1198/files#diff-2c1b75390280514af1e3b266ac845afa656a757880d4e514d3ff5f511fe77f37R131,pr130,Reviewer1
https://github.com/CorfuDB/CorfuDB/pull/1959,testability_body,incl_ref_for_test,extract_class_for_invocation,,https://github.com/CorfuDB/CorfuDB/pull/1959/files#diff-a06e6b7e1b8d4606329ad1d1568c7fd1d5fd1321423c70d439e7b13746ea8980R69,pr130,Reviewer1
https://github.com/INRIA/spoon/pull/2726,testability_body,irrelevant,irrelevant,,,pr130,Reviewer1
