url,test_pairs
https://github.com/line/armeria/pull/1431,1
https://github.com/checkstyle/checkstyle/pull/1234,1
https://github.com/ibissource/iaf/pull/793,2
https://github.com/hmcts/sscs-track-your-appeal-notifications/pull/751,1
https://github.com/aerogear/aerogear-unifiedpush-server/pull/232,2
https://github.com/europeana/corelib/pull/62,5
https://github.com/zendesk/maxwell/pull/1246,1
https://github.com/entando/entando-components/pull/452,3
https://github.com/apache/opennlp/pull/30,1
https://github.com/apache/shardingsphere/pull/3921,1
https://github.com/apache/wicket/pull/47,6
https://github.com/apache/wicket/pull/16,1
https://github.com/kiegroup/appformer/pull/205,1
https://github.com/eugenyk/hpcourse/pull/290,1
https://github.com/grpc/grpc-java/pull/6526,2
https://github.com/facebook/litho/pull/371,1
https://github.com/novoda/download-manager/pull/96,1
https://github.com/reposense/RepoSense/pull/318,1
https://github.com/floodlight/floodlight/pull/55,4
https://github.com/hmcts/probate-persistence-service/pull/51,2
https://github.com/hmcts/ethos-repl-docmosis-service/pull/33,1
https://github.com/spinnaker/kork/pull/217,1
https://github.com/tokenio/sdk-java/pull/270,1
https://github.com/apache/tika/pull/61,2
https://github.com/OpenGamma/Strata/pull/752,18
https://github.com/apache/shardingsphere/pull/3254,1
https://github.com/Texera/texera/pull/132,2
https://github.com/rsksmart/rskj/pull/703,1
https://github.com/broadinstitute/picard/pull/864,1
https://github.com/microsoft/appcenter-sdk-android/pull/675,2
https://github.com/oracle/helidon/pull/161,1
https://github.com/flutter/flutter-intellij/pull/2852,1
https://github.com/apache/beam/pull/230,1
https://github.com/jhipster/jhipster/pull/503,1
https://github.com/ExpediaDotCom/adaptive-alerting/pull/699,1
https://github.com/FamilySearch/gedcomx-java/pull/71,3
https://github.com/apache/beam/pull/2238,3
https://github.com/OpenRefine/OpenRefine/pull/1860,1
https://github.com/kiegroup/drools-wb/pull/509,1
https://github.com/dkpro/dkpro-core/pull/1206,1
https://github.com/enonic/xp/pull/7457,1
https://github.com/codice/ddf/pull/357,3
https://github.com/broadinstitute/gatk/pull/1044,2
https://github.com/Sage-Bionetworks/Synapse-Repository-Services/pull/1076,1
https://github.com/apache/tinkerpop/pull/1240,1
https://github.com/novoda/no-player/pull/247,1
https://github.com/web3j/web3j/pull/374,2
https://github.com/apache/kafka/pull/4860,6
https://github.com/line/armeria/pull/1362,1
https://github.com/GoogleCloudPlatform/cloud-opensource-java/pull/349,1
https://github.com/ORCID/ORCID-Source/pull/4526,1
https://github.com/Activiti/Activiti/pull/2251,2
https://github.com/ankidroid/Anki-Android/pull/6293,1
https://github.com/Azure/azure-event-hubs-java/pull/308,1
https://github.com/enonic/xp/pull/7747,2
https://github.com/MakNick/cuddly-system-publicgithub/pull/17,3
https://github.com/hcoles/pitest/pull/757,1
https://github.com/Alluxio/alluxio/pull/891,2
https://github.com/enonic/xp/pull/6113,1
https://github.com/pinpoint-apm/pinpoint/pull/5363,1
https://github.com/hibernate/hibernate-tools/pull/503,1
https://github.com/linkedin/rest.li/pull/310,4
https://github.com/molgenis/molgenis/pull/3185,1
https://github.com/Discord4J/Discord4J/pull/710,1
https://github.com/HaraldWalker/user-agent-utils/pull/116,1
https://github.com/alibaba/Sentinel/pull/1604,2
https://github.com/apache/storm/pull/2413,1
https://github.com/docker-java/docker-java/pull/469,8
https://github.com/facebook/rocksdb/pull/549,2
https://github.com/apache/camel/pull/538,1
https://github.com/micrometer-metrics/micrometer/pull/1150,1
https://github.com/graknlabs/grakn/pull/263,1
https://github.com/pentaho/pentaho-platform/pull/3757,1
https://github.com/resilience4j/resilience4j/pull/459,4
https://github.com/google/ExoPlayer/pull/4556,1
https://github.com/INRIA/spoon/pull/219,1
https://github.com/grpc/grpc-java/pull/505,1
https://github.com/pentaho/pentaho-platform/pull/4040,1
https://github.com/ConsenSys/tessera/pull/1078,10
https://github.com/Sage-Bionetworks/Synapse-Repository-Services/pull/3251,1
https://github.com/datastax/java-driver/pull/373,2
https://github.com/nuxeo/nuxeo/pull/2783,1
https://github.com/hazelcast/hazelcast-simulator/pull/1056,2
https://github.com/zendesk/maxwell/pull/300,1
https://github.com/apache/zeppelin/pull/1988,1
https://github.com/conveyal/gtfs-lib/pull/241,2
https://github.com/java-native-access/jna/pull/831,2
https://github.com/apache/incubator-heron/pull/2934,2
https://github.com/checkstyle/checkstyle/pull/5768,1
https://github.com/SolidStateGroup/patientview/pull/75,1
https://github.com/PegaSysEng/pantheon/pull/1208,2
https://github.com/CitrineInformatics/java-citrination-client/pull/79,3
https://github.com/mockito/mockito/pull/470,1
https://github.com/networknt/light-4j/pull/227,1
https://github.com/Adobe-Consulting-Services/acs-aem-commons/pull/1406,1
https://github.com/geotools/geotools/pull/808,1
https://github.com/unclebob/fitnesse/pull/525,2
https://github.com/apache/qpid-proton/pull/40,1
https://github.com/gravitee-io/gravitee-gateway/pull/137,1
https://github.com/Sage-Bionetworks/Synapse-Repository-Services/pull/3764,6
https://github.com/GluuFederation/oxAuth/pull/1108,2
https://github.com/sialcasa/mvvmFX/pull/473,9
https://github.com/JabRef/jabref/pull/606,2
https://github.com/dhis2/dhis2-core/pull/600,3
https://github.com/microsoft/appcenter-sdk-android/pull/687,14
https://github.com/Sage-Bionetworks/Synapse-Repository-Services/pull/1668,1
https://github.com/Graylog2/graylog2-server/pull/4906,1
https://github.com/Adobe-Consulting-Services/acs-aem-commons/pull/1014,1
https://github.com/mockito/mockito/pull/490,3
https://github.com/mapbox/mapbox-java/pull/287,1
https://github.com/GoogleCloudPlatform/google-cloud-eclipse/pull/1990,2
https://github.com/allegro/hermes/pull/1090,1
https://github.com/Waikato/moa/pull/55,2
https://github.com/graknlabs/grakn/pull/297,2
https://github.com/radixdlt/radixdlt-java/pull/211,3
https://github.com/atlasapi/atlas-deer/pull/107,1
https://github.com/yidongnan/grpc-spring-boot-starter/pull/224,2
https://github.com/exonum/exonum-java-binding/pull/569,1
https://github.com/vaadin/flow/pull/352,1
https://github.com/palantir/atlasdb/pull/2135,1
https://github.com/bguerout/jongo/pull/203,1
https://github.com/bugsnag/bugsnag-android/pull/344,7
https://github.com/tokenio/sdk-java/pull/97,1
https://github.com/googleapis/google-http-java-client/pull/402,1
https://github.com/quarkusio/quarkus/pull/8307,1
https://github.com/hmcts/sscs-track-your-appeal-notifications/pull/565,1
https://github.com/jenkinsci/gitlab-plugin/pull/508,1
https://github.com/spotify/docker-client/pull/898,1
https://github.com/geoserver/geoserver/pull/428,1
https://github.com/kiegroup/jbpm/pull/584,1
https://github.com/apache/shardingsphere/pull/2708,5
https://github.com/alibaba/druid/pull/607,1
https://github.com/apache/logging-log4j2/pull/356,1
https://github.com/apache/druid/pull/4518,2
https://github.com/GoogleContainerTools/jib/pull/2603,1
https://github.com/apache/beam/pull/2808,1
https://github.com/eclipse-archived/smarthome/pull/3758,1
https://github.com/ngs-doo/dsl-compiler-client/pull/3,1
https://github.com/tronprotocol/java-tron/pull/1117,1
https://github.com/tomakehurst/wiremock/pull/320,1
https://github.com/apache/druid/pull/3602,7
https://github.com/dhis2/dhis2-core/pull/1921,1
https://github.com/linkedin/rest.li/pull/446,2
https://github.com/SonarSource/sonar-java/pull/458,1
https://github.com/reposense/RepoSense/pull/787,7
https://github.com/apache/parquet-mr/pull/819,1
https://github.com/eclipse/jetty.project/pull/4024,1
https://github.com/locationtech/geowave/pull/281,3
https://github.com/biojava/biojava/pull/481,1
https://github.com/oracle/helidon/pull/479,3
https://github.com/networknt/light-4j/pull/377,1
https://github.com/zeebe-io/zeebe/pull/3052,2
https://github.com/checkstyle/checkstyle/pull/5363,1
https://github.com/jenkinsci/gitlab-plugin/pull/228,3
https://github.com/telstra/open-kilda/pull/224,2
https://github.com/wso2/carbon-identity-framework/pull/1999,1
https://github.com/atlasapi/atlas/pull/729,2
https://github.com/apache/qpid-proton/pull/38,2
https://github.com/spring-cloud/spring-cloud-netflix/pull/1860,3
https://github.com/apache/shardingsphere/pull/1905,5
https://github.com/enonic/xp/pull/2908,1
https://github.com/graknlabs/grakn/pull/1433,2
https://github.com/ORCID/ORCID-Source/pull/4788,2
https://github.com/OpenGamma/Strata/pull/631,1
https://github.com/grpc/grpc-java/pull/7332,3
https://github.com/stripe/stripe-java/pull/758,4
https://github.com/blackducksoftware/blackduck-alert/pull/1277,8
https://github.com/grpc/grpc-java/pull/4519,2
https://github.com/grpc/grpc-java/pull/644,4
https://github.com/rsksmart/rskj/pull/406,24
https://github.com/Adobe-Consulting-Services/acs-aem-commons/pull/2304,1
https://github.com/googleapis/google-cloud-java/pull/492,1
https://github.com/pentaho/pentaho-platform/pull/2481,1
https://github.com/DSpace/DSpace/pull/255,1
https://github.com/zeebe-io/zeebe/pull/4071,1
https://github.com/SonarSource/sonarlint-intellij/pull/80,1
https://github.com/azkaban/azkaban/pull/869,1
https://github.com/OpenGamma/Strata/pull/1066,6
https://github.com/exonum/exonum-java-binding/pull/1462,5
https://github.com/real-logic/simple-binary-encoding/pull/481,4
https://github.com/Texera/texera/pull/413,1
https://github.com/SmarterApp/RDW_Common/pull/26,1
https://github.com/pentaho/mondrian/pull/486,2
https://github.com/Adobe-Consulting-Services/acs-aem-commons/pull/2110,1
https://github.com/enonic/xp/pull/5773,1
https://github.com/apache/druid/pull/1079,1
https://github.com/apache/bookkeeper/pull/1975,1
https://github.com/square/okhttp/pull/2989,1
https://github.com/linkedin/ambry/pull/1191,1
https://github.com/enonic/xp/pull/7650,3
https://github.com/confluentinc/ksql/pull/4658,3
https://github.com/SonarSource/sonar-java/pull/81,1
https://github.com/spinnaker/kork/pull/269,9
https://github.com/openmrs/openmrs-core/pull/991,1
https://github.com/Alluxio/alluxio/pull/7040,1
https://github.com/GoogleContainerTools/jib/pull/1155,2
https://github.com/liquibase/liquibase/pull/75,1
https://github.com/google/jimfs/pull/80,28
https://github.com/Nike-Inc/cerberus/pull/70,2
https://github.com/yegor256/takes/pull/1053,1
https://github.com/atlasapi/atlas/pull/960,1
https://github.com/ankidroid/Anki-Android/pull/7381,1
https://github.com/mybatis/spring/pull/363,1
https://github.com/apache/druid/pull/3910,1
https://github.com/virtual-imaging-platform/VIP-portal/pull/233,1
https://github.com/Sage-Bionetworks/Synapse-Repository-Services/pull/2721,1
https://github.com/yegor256/cactoos/pull/187,1
https://github.com/zalando/logbook/pull/49,3
https://github.com/googleapis/gapic-generator/pull/2322,1
https://github.com/dhis2/dhis2-core/pull/2210,2
https://github.com/codice/ddf/pull/754,1
https://github.com/novoda/download-manager/pull/46,1
https://github.com/SmarterApp/RDW_Reporting/pull/1958,1
https://github.com/SonarSource/sonarlint-intellij/pull/52,3
https://github.com/square/moshi/pull/86,1
https://github.com/palantir/conjure-java-runtime/pull/238,1
https://github.com/Talend/tdi-studio-se/pull/983,1
https://github.com/FortnoxAB/reactive-wizard/pull/209,1
https://github.com/dhis2/dhis2-core/pull/4601,2
https://github.com/assertj/assertj-core/pull/321,1
https://github.com/kiegroup/appformer/pull/208,1
https://github.com/quarkusio/quarkus/pull/8596,2
https://github.com/Netflix/Hystrix/pull/1061,1
https://github.com/dhis2/dhis2-core/pull/6138,1
https://github.com/synyx/urlaubsverwaltung/pull/1170,3
https://github.com/broadinstitute/gatk/pull/3690,1
https://github.com/kiegroup/drools-wb/pull/611,1
https://github.com/neo4j-contrib/neo4j-apoc-procedures/pull/1222,1
https://github.com/locationtech/geowave/pull/617,4
https://github.com/pentaho/pentaho-platform/pull/2761,1
https://github.com/apache/attic-apex-core/pull/427,1
https://github.com/ow2-proactive/scheduling/pull/2348,3
https://github.com/bitstadium/HockeySDK-Android/pull/326,1
https://github.com/bugsnag/bugsnag-android/pull/339,4
https://github.com/square/okhttp/pull/2905,1
https://github.com/GoogleCloudPlatform/cloud-opensource-java/pull/677,1
https://github.com/eclipse/jetty.project/pull/2726,1
https://github.com/joyent/java-manta/pull/280,1
https://github.com/openmrs/openmrs-core/pull/1108,1
https://github.com/docker-java/docker-java/pull/123,1
https://github.com/spring-projects/spring-data-gemfire/pull/56,1
https://github.com/pinpoint-apm/pinpoint/pull/1969,1
https://github.com/confluentinc/ksql/pull/4500,1
https://github.com/microsoft/ApplicationInsights-Java/pull/63,2
https://github.com/apache/druid/pull/385,1
https://github.com/peholmst/vaadin4spring/pull/155,2
https://github.com/querydsl/querydsl/pull/1220,13
https://github.com/terasolunaorg/terasoluna-tourreservation-mybatis3/pull/261,15
https://github.com/apache/opennlp/pull/111,1
https://github.com/SonarSource/sonar-java/pull/3095,1
https://github.com/kiegroup/appformer/pull/1070,1
https://github.com/palantir/atlasdb/pull/2476,13
https://github.com/pinpoint-apm/pinpoint/pull/5691,1
https://github.com/dstl/baleen/pull/21,2
https://github.com/alissonwilker/fabriki-exercicios/pull/2705,1
https://github.com/dropwizard/metrics/pull/1078,4
https://github.com/quarkusio/quarkus/pull/246,1
https://github.com/scijava/scijava-common/pull/280,3
https://github.com/k9mail/k-9/pull/4068,1
https://github.com/JabRef/jabref/pull/1208,1
https://github.com/ops4j/org.ops4j.pax.exam2/pull/54,1
https://github.com/eclipse-archived/smarthome/pull/25,1
https://github.com/Azure/azure-event-hubs-java/pull/284,2
https://github.com/dkpro/dkpro-core/pull/1297,1
https://github.com/SonarSource/sonar-java/pull/586,1
https://github.com/angular/clutz/pull/703,1
https://github.com/apache/kafka/pull/3918,1
https://github.com/Terracotta-OSS/terracotta-platform/pull/871,2
https://github.com/linkedin/ambry/pull/488,6
https://github.com/jbosstools/jbosstools-integration-stack-tests/pull/62,1
https://github.com/oskariorg/oskari-server/pull/336,1
https://github.com/apache/druid/pull/2784,1
https://github.com/commercetools/commercetools-jvm-sdk/pull/316,8
https://github.com/square/okhttp/pull/1478,1
https://github.com/square/keywhiz/pull/321,2
https://github.com/ExpediaDotCom/adaptive-alerting/pull/713,12
https://github.com/AzureAD/azure-activedirectory-library-for-android/pull/1537,1
https://github.com/Netflix/Hystrix/pull/797,1
https://github.com/spring-cloud/spring-cloud-config/pull/1018,2
https://github.com/tokenio/sdk-java/pull/472,1
https://github.com/census-instrumentation/opencensus-java/pull/1661,1
https://github.com/synyx/urlaubsverwaltung/pull/825,1
https://github.com/ORCID/ORCID-Source/pull/287,3
https://github.com/ankidroid/Anki-Android/pull/6689,7
https://github.com/apache/kafka/pull/1012,1
https://github.com/square/okio/pull/257,1
https://github.com/CorfuDB/CorfuDB/pull/1811,1
https://github.com/watson-developer-cloud/java-sdk/pull/866,1
https://github.com/jhipster/jhipster/pull/524,35
https://github.com/k9mail/k-9/pull/1188,1
https://github.com/find-sec-bugs/find-sec-bugs/pull/306,1
https://github.com/openmrs/openmrs-contrib-android-client/pull/781,6
https://github.com/devonfw/cobigen/pull/1260,2
https://github.com/Alluxio/alluxio/pull/6309,1
https://github.com/firebase/firebase-android-sdk/pull/1261,2
https://github.com/Alluxio/alluxio/pull/3752,3
https://github.com/SonarSource/sonar-java/pull/2073,3
https://github.com/apache/kafka/pull/3202,1
https://github.com/tronprotocol/java-tron/pull/66,9
https://github.com/SmartBear/soapui/pull/106,1
https://github.com/keycloak/keycloak/pull/366,1
https://github.com/apache/bookkeeper/pull/858,2
https://github.com/confluentinc/ksql/pull/2469,24
https://github.com/pinpoint-apm/pinpoint/pull/5054,4
https://github.com/k9mail/k-9/pull/3570,1
https://github.com/tomakehurst/wiremock/pull/784,1
https://github.com/atlasapi/atlas-deer/pull/211,1
https://github.com/magefree/mage/pull/1340,1
https://github.com/Alfresco/alfresco-repository/pull/808,1
https://github.com/apache/kafka/pull/2825,2
https://github.com/neo4j-contrib/neo4j-apoc-procedures/pull/624,1
https://github.com/SonarSource/sonarlint-intellij/pull/137,17
https://github.com/apache/shardingsphere/pull/3942,3
https://github.com/apache/phoenix/pull/710,1
https://github.com/pentaho/pentaho-platform/pull/3870,1
https://github.com/kiegroup/appformer/pull/419,3
https://github.com/TNG/JGiven/pull/240,1
https://github.com/openlattice/conductor-client/pull/347,5
https://github.com/stripe/stripe-java/pull/804,1
https://github.com/dropwizard/dropwizard/pull/1247,1
https://github.com/palantir/atlasdb/pull/2244,1
https://github.com/splitio/java-client/pull/52,1
https://github.com/apache/skywalking/pull/771,2
https://github.com/micrometer-metrics/micrometer/pull/748,1
https://github.com/allegro/hermes/pull/59,1
https://github.com/jitsi/ice4j/pull/111,1
https://github.com/apache/calcite/pull/1128,1
https://github.com/ow2-proactive/scheduling/pull/2939,5
https://github.com/cinchapi/concourse/pull/188,1
https://github.com/seata/seata/pull/467,1
https://github.com/CorfuDB/CorfuDB/pull/560,1
https://github.com/ORCID/ORCID-Source/pull/2629,1
https://github.com/rsksmart/rskj/pull/1257,3
https://github.com/apache/opennlp/pull/121,2
https://github.com/UnionVMS/UVMS-AssetModule-APP/pull/157,5
https://github.com/neo4j/neo4j-java-driver/pull/521,2
https://github.com/jenkinsci/envinject-plugin/pull/72,1
https://github.com/yahoo/athenz/pull/915,3
https://github.com/alfio-event/alf.io/pull/683,4
https://github.com/ninjaframework/ninja/pull/370,1
https://github.com/vaadin/flow/pull/307,3
https://github.com/grpc/grpc-java/pull/6078,1
https://github.com/ORCID/ORCID-Source/pull/4159,3
https://github.com/hazelcast/hazelcast-simulator/pull/1349,3
https://github.com/conveyal/gtfs-lib/pull/126,1
https://github.com/Alluxio/alluxio/pull/2845,1
https://github.com/openmrs/openmrs-contrib-android-client/pull/330,1
https://github.com/openmrs/openmrs-module-emrapi/pull/17,5
https://github.com/azkaban/azkaban/pull/1994,5
https://github.com/Sage-Bionetworks/Synapse-Repository-Services/pull/700,1
https://github.com/OpenLiberty/liberty-bikes/pull/152,1
https://github.com/Netflix/titus-control-plane/pull/752,1
https://github.com/kiegroup/appformer/pull/1008,1
https://github.com/enonic/xp/pull/768,3
https://github.com/spring-cloud/spring-cloud-connectors/pull/277,3
https://github.com/GlowstoneMC/Glowstone/pull/1025,2
https://github.com/knowm/XChange/pull/768,1
https://github.com/eclipse/jnosql-communication-driver/pull/95,4
https://github.com/graknlabs/grakn/pull/1765,1
https://github.com/firebase/firebase-android-sdk/pull/899,1
https://github.com/gstreamer-java/gst1-java-core/pull/217,1
https://github.com/aerogear/aerogear-unifiedpush-server/pull/607,1
https://github.com/apache/zeppelin/pull/1320,1
https://github.com/dCache/dcache/pull/4824,3
https://github.com/apache/kafka/pull/2840,7
https://github.com/castorini/anserini/pull/937,1
https://github.com/getodk/collect/pull/4055,1
https://github.com/jaegertracing/jaeger-client-java/pull/111,2
https://github.com/palantir/conjure-java-runtime/pull/396,1
https://github.com/googleapis/google-cloud-java/pull/77,1
https://github.com/openmrs/openmrs-core/pull/370,1
https://github.com/enonic/xp/pull/3097,2
https://github.com/apache/kafka/pull/1839,1
https://github.com/eclipse/rdf4j/pull/1769,1
https://github.com/geoserver/geoserver/pull/2409,1
https://github.com/Alfresco/alfresco-repository/pull/51,1
https://github.com/Azure/azure-sdk-for-java/pull/154,1
https://github.com/Sage-Bionetworks/Synapse-Repository-Services/pull/1589,3
https://github.com/feast-dev/feast/pull/946,1
https://github.com/grpc/grpc-java/pull/5295,1
https://github.com/PhoenicisOrg/phoenicis/pull/166,2
https://github.com/ORCID/ORCID-Source/pull/5844,1
https://github.com/SmarterApp/RDW_Reporting/pull/488,1
https://github.com/GoogleContainerTools/jib/pull/1,5
https://github.com/pinpoint-apm/pinpoint/pull/744,1
https://github.com/grpc/grpc-java/pull/6135,2
https://github.com/hibernate/hibernate-ogm/pull/767,4
https://github.com/jcabi/jcabi-http/pull/155,1
https://github.com/yegor256/cactoos/pull/79,3
https://github.com/SonarSource/sonar-java/pull/1112,1
https://github.com/knowm/XChange/pull/1154,1
https://github.com/grassrootza/grassroot-platform/pull/59,1
https://github.com/square/keywhiz/pull/92,1
https://github.com/linkedin/ambry/pull/1486,2
https://github.com/SonarSource/sonar-java/pull/817,1
https://github.com/biojava/biojava/pull/272,3
https://github.com/google/guice/pull/1332,2
https://github.com/apache/kafka/pull/2180,1
https://github.com/ngs-doo/dsl-compiler-client/pull/5,1
https://github.com/cdk/cdk/pull/36,6
https://github.com/googleapis/gax-java/pull/1117,1
https://github.com/apache/beam/pull/1900,2
https://github.com/asciidoctor/asciidoctor-intellij-plugin/pull/216,1
https://github.com/firebase/firebase-android-sdk/pull/1154,2
https://github.com/unic/neba/pull/271,1
https://github.com/azkaban/azkaban/pull/1944,1
https://github.com/checkstyle/checkstyle/pull/550,2
https://github.com/Adobe-Consulting-Services/acs-aem-commons/pull/1422,1
https://github.com/census-instrumentation/opencensus-java/pull/339,36
https://github.com/exonum/exonum-java-binding/pull/544,3
https://github.com/hmcts/ethos-repl-docmosis-service/pull/396,2
https://github.com/hazelcast/hazelcast-simulator/pull/911,2
https://github.com/ISISComputingGroup/ibex_gui/pull/437,2
https://github.com/geoserver/geoserver/pull/250,1
https://github.com/tborzyszkowski/DesignPatterns/pull/79,1
https://github.com/OpenGamma/Strata/pull/1758,7
https://github.com/craftercms/commons/pull/116,1
https://github.com/blackducksoftware/blackduck-alert/pull/862,7
https://github.com/apache/kafka/pull/5080,1
https://github.com/SonarSource/sonar-java/pull/410,2
https://github.com/exoplatform/social/pull/279,2
https://github.com/jenkinsci/durable-task-plugin/pull/51,1
https://github.com/hmcts/ethos-repl-docmosis-service/pull/175,7
https://github.com/unclebob/fitnesse/pull/386,4
https://github.com/checkstyle/checkstyle/pull/6299,1
https://github.com/NationalSecurityAgency/datawave/pull/693,1
https://github.com/jenkinsci/accurev-plugin/pull/43,1
https://github.com/eclipse-archived/smarthome/pull/5925,1
https://github.com/kiegroup/drools-wb/pull/739,1
https://github.com/pentaho/pentaho-platform/pull/3279,1
https://github.com/square/okhttp/pull/468,2
https://github.com/yegor256/cactoos/pull/1278,1
https://github.com/ExpediaDotCom/adaptive-alerting/pull/484,4
https://github.com/pentaho/pentaho-metaverse/pull/171,2
https://github.com/pentaho/pentaho-platform/pull/4760,1
https://github.com/dropwizard/dropwizard/pull/2683,1
https://github.com/pentaho/pentaho-kettle/pull/2105,1
https://github.com/apache/beam/pull/506,1
https://github.com/aaberg/sql2o/pull/21,1
https://github.com/openmrs/openmrs-core/pull/701,2
https://github.com/rsocket/rsocket-java/pull/60,2
https://github.com/checkstyle/checkstyle/pull/6965,1
https://github.com/dropwizard/dropwizard/pull/1826,1
https://github.com/apache/druid/pull/4710,1
https://github.com/Sage-Bionetworks/Synapse-Repository-Services/pull/3027,4
https://github.com/tronprotocol/java-tron/pull/2531,30
https://github.com/jMetal/jMetal/pull/341,1
https://github.com/linkedin/ambry/pull/534,1
https://github.com/Backblaze/b2-sdk-java/pull/127,4
https://github.com/apache/kafka/pull/4554,1
https://github.com/k9mail/k-9/pull/3219,2
https://github.com/linkedin/ambry/pull/1018,2
https://github.com/querydsl/querydsl/pull/1372,1
https://github.com/twilio/twilio-java/pull/449,1
https://github.com/k9mail/k-9/pull/3421,1
https://github.com/graknlabs/grakn/pull/2004,9
https://github.com/GoogleContainerTools/jib/pull/1610,2
https://github.com/STAMP-project/dspot/pull/448,2
https://github.com/pentaho/pentaho-kettle/pull/1129,6
https://github.com/CloudSlang/cs-actions/pull/543,1
https://github.com/pentaho/pentaho-platform/pull/4739,1
https://github.com/facebook/screenshot-tests-for-android/pull/71,1
https://github.com/jenkinsci/jira-plugin/pull/166,1
https://github.com/TestFX/TestFX/pull/608,2
https://github.com/OpenGamma/Strata/pull/2221,3
https://github.com/jenkinsci/pipeline-maven-plugin/pull/50,2
https://github.com/folio-org/okapi/pull/900,1
https://github.com/eclipse/hawkbit/pull/559,6
https://github.com/aws/aws-sdk-java/pull/596,1
https://github.com/linkedin/dr-elephant/pull/557,1
https://github.com/oracle/weblogic-kubernetes-operator/pull/374,1
https://github.com/checkstyle/checkstyle/pull/245,1
https://github.com/micrometer-metrics/micrometer/pull/1901,1
https://github.com/wikimedia/apps-android-wikipedia/pull/1195,1
https://github.com/pentaho/pentaho-platform/pull/1984,1
https://github.com/jenkinsci/openstack-cloud-plugin/pull/170,4
https://github.com/confluentinc/ksql/pull/1163,3
https://github.com/codenjoyme/codenjoy/pull/6,2
https://github.com/firebase/FirebaseUI-Android/pull/1189,3
https://github.com/flipkart-incubator/Poseidon/pull/56,1
https://github.com/liquibase/liquibase/pull/1427,1
https://github.com/phenotips/phenotips/pull/2041,1
https://github.com/apache/storm/pull/3314,2
https://github.com/mapfish/mapfish-print/pull/163,2
https://github.com/dropwizard/dropwizard/pull/222,1
https://github.com/hibernate/hibernate-ogm/pull/370,1
https://github.com/eclipse/jetty.project/pull/4068,1
https://github.com/yahoo/athenz/pull/493,1
https://github.com/prestodb/presto/pull/1,1
https://github.com/confluentinc/ksql/pull/4357,1
https://github.com/spring-projects/spring-data-couchbase/pull/154,1
https://github.com/grpc/grpc-java/pull/5004,1
https://github.com/apache/incubator-heron/pull/1937,1
https://github.com/vaadin/flow/pull/726,1
https://github.com/geoserver/geoserver/pull/3351,1
https://github.com/google/ExoPlayer/pull/4881,4
https://github.com/molgenis/molgenis/pull/5592,1
https://github.com/atlasapi/atlas-deer/pull/143,12
https://github.com/kiegroup/droolsjbpm-integration/pull/215,1
https://github.com/apache/storm/pull/2488,1
https://github.com/PegaSysEng/pantheon/pull/1297,2
https://github.com/atlasapi/atlas-deer/pull/235,1
https://github.com/ibissource/iaf/pull/691,1
https://github.com/sevntu-checkstyle/sevntu.checkstyle/pull/265,1
https://github.com/ConsenSys/tessera/pull/899,1
https://github.com/SonarSource/sonar-java/pull/1922,1
https://github.com/enonic/xp/pull/4000,1
